PROGRAM,POSITION,ERROR,WELD_SPEED,COMMAND_CURRENT,CURRENT_OUTPUT,COMMAND_VOLTAGE,VOLTAGE_OUTPUT,SHORT_COUNT,PULSE_FREQUENCY,MOTOR_CURRENT,WIRE_SPEED,INSTANT_ARC_LACK_TIME,TIMESTAMP
SALDATURA OP2,P081,N,0.8,220,210,18,19.1,92,81,0.76,13.3,0,1568306074
SALDATURA OP1,P092,N,0.8,220,224,18,16.5,120,92,2.18,13.3,0,1568308500
SALDATURA OP1,P098,N,0.8,220,235,18,15.2,107,83,1.14,13.3,0,1568307642
SALDATURA OP2,P116,N,0.8,220,221,18,18.4,100,376,0.1,13.3,0,1568307000
SALDATURA OP2,P039,N,0.8,220,231,18,16.4,106,110,2.16,13.3,0,1568829797
SALDATURA OP2,P006,N,0.8,220,213,18,17.7,101,83,1.07,13.3,0,1568299393
SALDATURA OP1,P050,N,0.72,240,238,20.6,21.9,73,78,2.33,14,0,1568827982
SALDATURA OP1,P092,N,0.8,220,225,18,16.5,102,74,0.73,13.3,0,1568298944
SALDATURA OP2,P044,N,0.8,220,223,18,16.5,106,74,1.45,13.3,0,1568834812
SALDATURA OP2,P097,N,0.8,220,229,18,16.4,103,90,0.59,13.3,0,1568320594
SALDATURA OP1,P032,N,0.8,220,223,18,16.5,97,76,1.98,13.3,0,1568827354
SALDATURA OP2,P038,N,0.8,220,221,18,16.6,94,67,2.45,13.3,0,1568829922
SALDATURA OP2,P038,N,0.8,220,222,18,16.8,97,70,1.13,13.3,0,1568825741
SALDATURA OP1,P032,N,0.8,220,221,18,17.1,100,511,1.05,13.3,0,1568309685
SALDATURA OP2,P081,N,0.8,220,220,18,17.3,119,82,1.91,13.3,0,1568838312
SALDATURA OP2,P038,N,0.8,220,222,18,16.5,92,950,1.7,13.3,0,1568305695
SALDATURA OP1,P096,N,0.8,220,227,18,17.1,109,83,0.7,13.3,0,1568821176
SALDATURA OP1,P031,N,0.8,220,232,18,15.5,115,206,0.54,13.3,0,1568309142
SALDATURA OP2,P038,N,0.8,220,223,18,16.2,92,81,1.69,13.3,0,1568831103
SALDATURA OP1,P031,N,0.8,220,233,18,15.5,117,525,2.37,13.3,0,1568309342
SALDATURA OP1,P013,N,0.8,220,212,18,17.3,102,113,1.72,13.3,0,1568827355
SALDATURA OP1,P109,N,0.8,220,188,18,16.2,34,70,0.53,13.3,0,1568826903
SALDATURA OP1,P087,N,0.7,180,201,17.5,17.5,94,72,1.31,9.72,0,1568831331
SALDATURA OP2,P013,N,0.8,220,211,18,18.5,81,68,0.38,13.3,0,1568834238
SALDATURA OP1,P031,N,0.8,220,226,18,15.9,118,339,1.64,13.3,0,1568309842
SALDATURA OP2,P087,N,0.5,120,118,16.5,16.6,49,48,0.29,5.28,0,1568818179
SALDATURA OP1,P091,N,0.8,220,222,18,16.8,93,79,2.2,13.3,0,1568836914
SALDATURA OP1,P075,N,0.9,150,0,14.4,0,28,67,0.02,0,0,1568294959
SALDATURA OP1,P005,N,0.8,220,215,18,17.6,86,76,0.5,13.3,0,1568831792
SALDATURA OP2,P016,N,0.8,220,208,18,18.1,83,72,2.04,13.3,0,1568852668
SALDATURA OP1,P096,N,0.8,220,223,18,17.5,100,144,1.5,13.3,0,1568300765
SALDATURA OP2,P106,N,0.8,220,221,18,17.5,104,98,1.14,13.3,0,1568298205
SALDATURA OP1,P109,N,0.8,220,225,18,15.8,105,408,2,13.3,0,1568829481
SALDATURA OP1,P091,N,0.8,220,223,18,17.4,98,84,0.59,13.3,0,1568830912
SALDATURA OP2,P092,N,0.9,190,197,18,18.9,79,71,1.25,10.45,0,1568814117
SALDATURA OP2,P075,N,0.8,220,218,18,18.3,103,201,2.15,13.3,0,1568850705
SALDATURA OP2,P038,N,0.8,220,222,18,16.4,94,78,0.19,13.3,0,1568827670
SALDATURA OP1,P031,N,0.8,220,230,18,16,109,415,1.66,13.3,0,1568311142
SALDATURA OP2,P071,N,0.5,150,0,14.4,0,9,50,0.01,0,0,1568296485
SALDATURA OP2,P085,N,0.72,230,235,19.6,19.3,74,146,1.44,14,0,1568815133
SALDATURA OP1,P031,N,0.8,220,230,18,15.9,107,85,1.38,13.3,0,1568311442
SALDATURA OP1,P080,N,0.8,220,217,18,17.8,93,87,1.43,13.3,0,1568846433
SALDATURA OP1,P031,N,0.8,220,227,18,16.3,105,82,1.57,13.3,0,1568311642
SALDATURA OP2,P038,N,0.8,220,222,18,16.6,99,482,0.21,13.3,0,1568832262
SALDATURA OP1,P031,N,0.8,220,224,18,16.4,104,77,2.77,13.3,0,1568311842
SALDATURA OP1,P031,N,0.8,220,230,18,16.1,102,87,0.68,13.3,0,1568311942
SALDATURA OP2,P105,N,0.8,220,224,18,17.2,94,69,0.91,13.3,0,1568306141
SALDATURA OP2,P053,N,0.72,240,17,20,13.1,0,55,0.07,2,0,1568812353
SALDATURA OP1,P009,N,0.8,220,220,18,17.2,96,108,0.76,13.3,0,1568833525
SALDATURA OP1,P031,N,0.8,220,230,18,15.9,102,83,1.09,13.3,0,1568312342
SALDATURA OP1,P031,N,0.8,220,228,18,16,104,83,1.89,13.3,0,1568312442
SALDATURA OP1,P031,N,0.8,220,227,18,16.3,104,469,2.13,13.3,0,1568312542
SALDATURA OP1,P096,N,0.8,220,229,18,16.8,108,93,0.34,13.3,0,1568822251
SALDATURA OP1,P031,N,0.8,220,229,18,15.8,98,75,1.92,13.3,0,1568312742
SALDATURA OP1,P032,N,0.8,220,222,18,16.6,102,82,0.08,13.3,0,1568837961
SALDATURA OP1,P031,N,0.8,220,230,18,15.7,100,545,1.6,13.3,0,1568312942
SALDATURA OP1,P107,N,0.8,220,225,18,17.3,99,418,0.58,13.3,0,1568842433
SALDATURA OP1,P032,N,0.8,220,220,18,15.9,99,72,2.79,13.3,0,1568313142
SALDATURA OP1,P060,N,0.72,150,0,14.4,0,84,502,0.11,7.46,0,1568301826
SALDATURA OP1,P039,N,0.8,220,223,18,17.4,106,118,1.32,13.3,0,1568312409
SALDATURA OP1,P109,N,0.8,220,234,18,15.8,108,555,1.11,13.3,0,1568830181
SALDATURA OP2,P008,N,0.8,220,206,18,18.1,88,370,0.58,13.3,0,1568300237
SALDATURA OP2,P019,N,0.8,220,214,18,17.5,105,86,0.32,13.3,0,1568313879
SALDATURA OP2,P089,N,0.5,120,0,16.5,13.6,0,53,0.07,2,0,1568821664
SALDATURA OP2,P038,N,0.8,220,224,18,16.7,93,85,0.79,13.3,0,1568827197
SALDATURA OP1,P038,N,0.8,220,227,18,16.5,111,405,0.52,13.3,0,1568310731
SALDATURA OP2,P038,N,0.8,220,224,18,16.3,97,79,0.26,13.3,0,1568824592
SALDATURA OP2,P038,N,0.8,220,219,18,17.3,103,178,1.34,13.3,0,1568829340
SALDATURA OP1,P032,N,0.8,220,221,18,16.4,102,84,1.45,13.3,0,1568826254
SALDATURA OP2,P084,N,0.72,240,85,20,16,7,45,0.69,14,0,1568283220
SALDATURA OP2,P089,N,0.5,120,100,16.5,14.1,8,50,0.25,5.28,0,1568824260
SALDATURA OP1,P065,N,0.4,120,133,16.5,16.1,27,60,0.12,5.28,0,1568813517
SALDATURA OP2,P104,N,0.8,220,225,18,17,99,75,2.39,13.3,0,1568298058
SALDATURA OP2,P038,N,0.8,220,218,18,17.1,94,82,1.76,13.3,0,1568307751
SALDATURA OP1,P032,N,0.8,220,225,18,16.4,92,82,1.16,13.3,0,1568314842
SALDATURA OP1,P089,N,0.8,220,228,18,17.2,98,153,1.26,13.3,0,1568301802
SALDATURA OP1,P032,N,0.8,220,226,18,16.3,94,270,0.99,13.3,0,1568315042
SALDATURA OP1,P077,N,0.9,190,62,17,13.1,3,30,0.41,10.45,0,1568824189
SALDATURA OP1,P063,N,0.8,220,215,18,18.1,82,69,0.91,13.3,0,1568852103
SALDATURA OP1,P096,N,0.8,220,227,18,17,106,435,0.4,13.3,0,1568831819
SALDATURA OP2,P019,N,0.8,220,209,18,17.5,108,338,1.57,13.3,0,1568840985
SALDATURA OP1,P103,N,0.9,190,198,17,16.5,77,77,1.58,10.45,0,1568294606
SALDATURA OP2,P078,N,0.9,150,0,14.4,4.6,71,73,0.03,7.46,0,1568294893
SALDATURA OP1,P032,N,0.8,220,213,18,17.4,94,73,2.08,13.3,0,1568839053
SALDATURA OP2,P085,N,0.72,230,221,19.6,19.6,109,244,1.15,14,0,1568833865
SALDATURA OP1,P005,N,0.8,220,213,18,17.3,95,823,1.67,13.3,0,1568819497
SALDATURA OP2,P109,N,0.8,220,217,18,16.4,97,84,2.21,13.3,0,1568827238
SALDATURA OP1,P032,N,0.8,220,225,18,16.6,98,99,1.08,13.3,0,1568316142
SALDATURA OP1,P032,N,0.8,220,227,18,16,100,238,0.8,13.3,0,1568316242
SALDATURA OP2,P053,N,0.72,240,34,20,10.6,1,26,0.07,14,0,1568293474
SALDATURA OP2,P045,N,0.8,220,219,18,17.5,100,652,2.75,13.3,0,1568838573
SALDATURA OP1,P007,N,0.8,220,214,18,17.2,106,164,2.01,13.3,0,1568823513
SALDATURA OP2,P104,N,0.8,220,226,18,16.8,97,80,0.7,13.3,0,1568826494
SALDATURA OP2,P086,N,0.4,120,126,16.5,15.9,23,55,0.4,5.28,0,1568297924
SALDATURA OP1,P031,N,0.8,220,217,18,18,103,73,1.06,13.3,0,1568288678
SALDATURA OP1,P039,N,0.8,220,221,18,17.1,101,83,1.16,13.3,0,1568836174
SALDATURA OP1,P063,N,0.8,220,218,18,18.2,86,81,1.29,13.3,0,1568319384
SALDATURA OP2,P009,N,0.8,220,211,18,18,85,209,0.16,13.3,0,1568825023
SALDATURA OP1,P094,N,0.8,220,219,18,17.9,113,90,1.14,13.3,0,1568828359
SALDATURA OP2,P038,N,0.8,220,215,18,16.8,87,77,0.95,13.3,0,1568839148
SALDATURA OP1,P003,N,0.8,220,205,18,16.1,99,70,0.15,13.3,0,1568820108
SALDATURA OP1,P109,N,0.8,220,228,18,15.8,115,92,0.83,13.3,0,1568304668
SALDATURA OP1,P090,N,0.8,220,230,18,16.4,98,383,1.28,13.3,0,1568815005
SALDATURA OP2,P107,N,0.8,220,216,18,17.2,102,219,0.2,13.3,0,1568300878
SALDATURA OP1,P035,N,0.8,220,226,18,16.9,95,886,0.17,13.3,0,1568317842
SALDATURA OP2,P014,N,0.8,220,209,18,18,75,70,0.92,13.3,0,1568843898
SALDATURA OP1,P035,N,0.8,220,223,18,17.1,98,86,1.38,13.3,0,1568318042
SALDATURA OP2,P036,N,0.8,220,217,18,17.1,90,72,1.35,13.3,0,1568827122
SALDATURA OP2,P034,N,0.8,220,227,18,17.6,106,88,1.54,13.3,0,1568301227
SALDATURA OP2,P089,N,0.5,120,122,16.5,16.5,51,48,0.22,5.28,0,1568289495
SALDATURA OP2,P034,N,0.8,220,232,18,17.6,104,154,0.55,13.3,0,1568304896
SALDATURA OP1,P037,N,0.8,220,227,18,16.8,102,87,1.05,13.3,0,1568318542
SALDATURA OP1,P031,N,0.8,220,233,18,15.7,110,213,0.77,13.3,0,1568302405
SALDATURA OP2,P018,N,0.8,220,202,18,17.6,101,1061,1.09,13.3,0,1568840285
SALDATURA OP1,P037,N,0.8,220,227,18,16.8,104,83,1.38,13.3,0,1568318842
SALDATURA OP1,P038,N,0.8,220,225,18,17.1,101,86,0.82,13.3,0,1568318942
SALDATURA OP2,P045,N,0.8,220,217,18,18.3,100,84,2.47,13.3,0,1568838428
SALDATURA OP2,P039,N,0.8,220,218,18,17.8,99,123,1.54,13.3,0,1568845848
SALDATURA OP2,P062,N,0.72,150,0,14.4,0,57,93,0.05,0,0,1568296525
SALDATURA OP2,P045,N,0.8,220,217,18,18.1,96,81,1.88,13.3,0,1568851948
SALDATURA OP2,P086,N,0.4,120,124,16.5,16.6,19,41,0.76,5.28,0,1568299990
SALDATURA OP1,P088,N,0.8,220,141,18,14.8,21,67,1.1,13.3,0,1568297860
SALDATURA OP2,P004,N,0.8,220,211,18,18.8,62,94,1.06,13.3,0,1568300590
SALDATURA OP1,P038,N,0.8,220,226,18,16.5,108,452,2.33,13.3,0,1568319742
SALDATURA OP2,P035,N,0.8,220,215,18,17.3,95,86,1.56,13.3,0,1568830833
SALDATURA OP2,P050,N,0.8,150,0,16.3,0,34,86,0.04,0,0,1568323464
SALDATURA OP1,P039,N,0.8,220,224,18,16.1,113,181,0.67,13.3,0,1568320042
SALDATURA OP1,P063,N,0.8,220,215,18,18.5,89,64,2.32,13.3,0,1568327489
SALDATURA OP1,P107,N,0.8,220,227,18,17.1,98,555,1.09,13.3,0,1568836047
SALDATURA OP2,P107,N,0.8,220,224,18,17.5,100,101,0.85,13.3,0,1568308241
SALDATURA OP1,P106,N,0.8,220,230,18,17.7,98,89,1.8,13.3,0,1568313928
SALDATURA OP1,P009,N,0.8,220,215,18,18.3,96,180,0.7,13.3,0,1568826719
SALDATURA OP1,P039,N,0.8,220,224,18,17.1,116,212,1.16,13.3,0,1568320642
SALDATURA OP1,P039,N,0.8,220,220,18,17.2,116,695,2.43,13.3,0,1568320742
SALDATURA OP1,P109,N,0.8,220,231,18,14.8,114,142,0.58,13.3,0,1568820562
SALDATURA OP2,P104,N,0.8,220,225,18,16.4,106,383,1.41,13.3,0,1568814610
SALDATURA OP1,P032,N,0.8,220,226,18,16,95,721,0.99,13.3,0,1568304011
SALDATURA OP1,P005,N,0.8,220,215,18,17.6,92,73,1.04,13.3,0,1568304906
SALDATURA OP2,P006,N,0.8,220,219,18,17.6,107,245,2.44,13.3,0,1568816880
SALDATURA OP1,P039,N,0.8,220,224,18,17.2,102,83,1.29,13.3,0,1568839558
SALDATURA OP2,P078,N,0.9,80,42,14.4,11.9,81,84,0.19,0,0,1568826440
SALDATURA OP1,P056,N,0.72,230,230,19.6,18.6,111,242,0.62,14,0,1568828436
SALDATURA OP1,P060,N,0.72,150,0,14.4,0,84,76,0.09,0,0,1568829036
SALDATURA OP2,P106,N,0.8,220,213,18,17.6,95,98,2.19,13.3,0,1568301700
SALDATURA OP1,P031,N,0.8,220,228,18,16.3,101,78,2.13,13.3,0,1568824316
SALDATURA OP2,P018,N,0.8,220,216,18,18.3,89,69,1.69,13.3,0,1568831896
SALDATURA OP1,P081,N,0.8,220,231,18,16.8,108,113,1.54,13.3,0,1568322042
SALDATURA OP1,P081,N,0.8,220,223,18,17.2,110,623,2.19,13.3,0,1568322142
SALDATURA OP2,P014,N,0.8,220,209,18,18.2,78,74,1.06,13.3,0,1568312793
SALDATURA OP1,P087,N,0.7,180,180,17.5,17.2,96,65,0.06,9.72,0,1568839082
SALDATURA OP2,P105,N,0.8,220,217,18,17.5,111,134,1.37,13.3,0,1568817581
SALDATURA OP1,P063,N,0.8,220,211,18,18.2,90,82,1.54,13.3,0,1568851526
SALDATURA OP2,P107,N,0.8,220,228,18,17.2,112,95,1.11,13.3,0,1568830482
SALDATURA OP1,P031,N,0.8,220,222,18,16.7,95,77,1.3,13.3,0,1568309315
SALDATURA OP1,P109,N,0.8,220,232,18,16.1,100,78,0.28,13.3,0,1568827841
SALDATURA OP2,P012,N,0.8,220,206,18,18,90,73,0.98,13.3,0,1568827440
SALDATURA OP2,P096,N,0.8,220,231,18,16.1,104,86,1.38,13.3,0,1568835600
SALDATURA OP1,P003,N,0.8,220,211,18,17.8,93,444,1.85,13.3,0,1568828134
SALDATURA OP2,P089,N,0.5,120,131,16.5,15.4,51,59,0.21,5.28,0,1568813364
SALDATURA OP1,P078,N,0.9,150,38,14.4,10.8,68,72,0.04,0,0,1568824781
SALDATURA OP2,P103,N,0.8,220,0,18,5.2,0,66,0.06,2,0,1568824778
SALDATURA OP2,P016,N,0.8,220,198,18,17.9,86,78,1.45,13.3,0,1568301220
SALDATURA OP1,P056,N,0.72,230,0,19.6,13.7,0,139,0.09,2,0,1568285316
SALDATURA OP2,P074,N,0.8,220,214,18,18.8,95,83,2.79,13.3,0,1568323897
SALDATURA OP2,P096,N,0.8,220,237,18,16.1,103,85,0.9,13.3,0,1568311563
SALDATURA OP2,P055,N,0.72,150,0,14.4,0,73,146,0.17,0,0,1568815598
SALDATURA OP1,P088,N,0.8,220,223,18,18.3,99,81,1.92,13.3,0,1568300299
SALDATURA OP2,P075,N,0.8,220,201,18,18.7,87,71,2.36,13.3,0,1568314186
SALDATURA OP1,P080,N,0.8,220,221,18,18.1,108,92,1.57,13.3,0,1568324242
SALDATURA OP2,P073,N,0.9,150,0,14.4,0,41,79,0.02,0,0,1568823091
SALDATURA OP2,P009,N,0.8,220,212,18,18.1,75,67,2.76,13.3,0,1568306219
SALDATURA OP1,P090,N,0.8,220,214,18,17.8,99,902,2.11,13.3,0,1568821902
SALDATURA OP1,P094,N,0.8,220,217,18,17.8,104,84,1.67,13.3,0,1568311200
SALDATURA OP1,P080,N,0.8,220,225,18,17.7,111,79,2.08,13.3,0,1568324742
SALDATURA OP2,P041,N,0.8,220,225,18,16.3,112,75,3.01,13.3,0,1568319026
SALDATURA OP1,P080,N,0.8,220,223,18,17.8,110,104,1.01,13.3,0,1568324942
SALDATURA OP1,P080,N,0.8,220,224,18,17.7,108,101,0.99,13.3,0,1568325042
SALDATURA OP1,P005,N,0.8,220,215,18,17.9,79,81,1.15,13.3,0,1568295007
SALDATURA OP1,P080,N,0.8,220,221,18,17.9,105,90,1.04,13.3,0,1568325242
SALDATURA OP1,P031,N,0.8,220,221,18,16.4,100,94,0.67,13.3,0,1568833726
SALDATURA OP2,P011,N,0.8,220,212,18,17.9,86,87,1.09,13.3,0,1568823013
SALDATURA OP1,P092,N,0.8,220,227,18,17.6,108,92,1.34,13.3,0,1568845702
SALDATURA OP1,P080,N,0.8,220,225,18,17.8,101,79,0.3,13.3,0,1568325642
SALDATURA OP1,P087,N,0.7,180,185,17.5,17.1,85,70,0.9,9.72,0,1568311170
SALDATURA OP1,P062,N,0.8,220,217,18,17.5,102,1079,0.71,13.3,0,1568325842
SALDATURA OP1,P080,N,0.8,220,211,18,17.7,101,401,0.97,13.3,0,1568852737
SALDATURA OP2,P053,N,0.72,240,0,20,13.7,0,694,0.08,2,0,1568822729
SALDATURA OP1,P090,N,0.8,220,221,18,17.6,97,173,1.17,13.3,0,1568303726
SALDATURA OP1,P005,N,0.8,220,220,18,17.4,105,151,1.35,13.3,0,1568828921
SALDATURA OP2,P087,N,0.5,120,118,16.5,15.9,45,41,0.07,5.28,0,1568301690
SALDATURA OP2,P107,N,0.8,220,220,18,16.9,104,73,0.94,13.3,0,1568823961
SALDATURA OP1,P010,N,0.8,220,206,18,18.5,100,183,0.4,13.3,0,1568299848
SALDATURA OP1,P062,N,0.8,220,215,18,18,99,84,0.32,13.3,0,1568326642
SALDATURA OP1,P062,N,0.8,220,215,18,18.4,99,65,1.48,13.3,0,1568326742
SALDATURA OP2,P035,N,0.8,220,222,18,16.5,101,80,2.32,13.3,0,1568298790
SALDATURA OP1,P063,N,0.8,220,221,18,17.5,94,72,0.97,13.3,0,1568326942
SALDATURA OP1,P089,N,0.8,220,234,18,16.1,99,76,2.33,13.3,0,1568816134
SALDATURA OP1,P063,N,0.8,220,219,18,18,91,70,2.3,13.3,0,1568327142
SALDATURA OP1,P005,N,0.8,220,212,18,17,94,65,0.45,13.3,0,1568819897
SALDATURA OP1,P063,N,0.8,220,220,18,18,87,75,0.56,13.3,0,1568327342
SALDATURA OP1,P063,N,0.8,220,219,18,17.6,87,86,1.6,13.3,0,1568327442
SALDATURA OP2,P038,N,0.8,220,222,18,16.7,96,77,1.47,13.3,0,1568308927
SALDATURA OP2,P005,N,0.8,220,217,18,18.4,74,72,2.19,13.3,0,1568300392
SALDATURA OP1,P012,N,0.7,150,0,14.4,4.2,65,58,0.11,7.46,0,1568320779
SALDATURA OP1,P063,N,0.8,220,216,18,18.2,86,81,1.54,13.3,0,1568327842
SALDATURA OP2,P038,N,0.8,220,210,18,17.8,86,72,1.63,13.3,0,1568301186
SALDATURA OP2,P039,N,0.8,220,213,18,18.1,88,81,1.87,13.3,0,1568298874
SALDATURA OP2,P087,N,0.5,120,115,16.5,16.8,46,44,0.43,5.28,0,1568832515
SALDATURA OP1,P063,N,0.8,220,219,18,17.8,84,74,1.45,13.3,0,1568328242
SALDATURA OP1,P063,N,0.8,220,209,18,18.3,86,112,2.57,13.3,0,1568328342
SALDATURA OP1,P063,N,0.8,220,220,18,18,87,86,0.93,13.3,0,1568328442
SALDATURA OP2,P034,N,0.8,220,227,18,16.9,98,535,1.1,13.3,0,1568297116
SALDATURA OP2,P107,N,0.8,220,212,18,19.3,96,101,0.09,13.3,0,1568828286
SALDATURA OP1,P010,N,0.8,220,223,18,17.8,94,78,0.49,13.3,0,1568832755
SALDATURA OP2,P038,N,0.8,220,229,18,16.4,102,352,0.98,13.3,0,1568822145
SALDATURA OP1,P009,N,0.8,220,209,18,18.7,94,179,1.23,13.3,0,1568296443
SALDATURA OP1,P032,N,0.8,220,221,18,17,90,79,1.81,13.3,0,1568851316
SALDATURA OP1,P088,N,0.8,220,220,18,19,53,110,0.9,13.3,0,1568825247
SALDATURA OP2,P086,N,0.4,120,126,16.5,16.9,40,49,0.42,5.28,0,1568300390
SALDATURA OP1,P031,N,0.8,220,223,18,16.5,95,82,0.22,13.3,0,1568833333
SALDATURA OP2,P104,N,0.8,220,221,18,18.2,90,73,0.94,13.3,0,1568302888
SALDATURA OP2,P038,N,0.8,220,229,18,16.7,86,77,0.93,13.3,0,1568825940
SALDATURA OP2,P092,N,0.9,190,194,18,19.1,85,65,1.07,10.45,0,1568300328
SALDATURA OP1,P043,N,0.8,150,0,14.4,0,43,86,0.02,0,0,1568329742
SALDATURA OP1,P032,N,0.8,220,224,18,15.8,103,492,1.05,13.3,0,1568824170
SALDATURA OP2,P017,N,0.8,220,208,18,18.9,89,90,1.01,13.3,0,1568830984
SALDATURA OP2,P006,N,0.8,220,211,18,18.4,98,71,0.86,13.3,0,1568825385
SALDATURA OP1,P032,N,0.8,220,221,18,16.7,96,432,1.08,13.3,0,1568830516
SALDATURA OP1,P089,N,0.8,220,226,18,17.1,109,86,1.44,13.3,0,1568299212
SALDATURA OP2,P074,N,0.8,220,209,18,18.9,110,100,0.93,13.3,0,1568849889
SALDATURA OP2,P086,N,0.4,120,117,16.5,16.7,47,46,0.29,5.28,0,1568819532
SALDATURA OP2,P086,N,0.4,120,85,16.5,11.4,1,19,0.16,5.28,0,1568816955
SALDATURA OP1,P109,N,0.8,220,232,18,15.8,101,164,1.09,13.3,0,1568303589
SALDATURA OP1,P081,N,0.8,220,219,18,18.2,101,68,1.69,13.3,0,1568842908
SALDATURA OP1,P010,N,0.8,220,212,18,19.1,98,84,1.87,13.3,0,1568314805
SALDATURA OP1,P092,N,0.8,220,219,18,17.2,97,508,0.74,13.3,0,1568832320
SALDATURA OP2,P086,N,0.4,120,122,16.5,16.2,26,50,0.13,5.28,0,1568817455
SALDATURA OP2,P086,N,0.4,120,126,16.5,17.3,31,49,0.06,5.28,0,1568817555
SALDATURA OP2,P077,N,0.9,190,100,18,13.8,12,53,0.04,10.45,0,1568821972
SALDATURA OP1,P056,N,0.72,230,223,19.6,18.7,108,149,1.09,14,0,1568822789
SALDATURA OP2,P086,N,0.4,120,121,16.5,16.9,48,57,0.52,5.28,0,1568817855
SALDATURA OP2,P007,N,0.8,220,212,18,18.1,90,254,1.71,13.3,0,1568300552
SALDATURA OP2,P086,N,0.4,120,122,16.5,16.6,54,49,0.14,5.28,0,1568818055
SALDATURA OP1,P092,N,0.8,220,227,18,17.5,99,86,0.89,13.3,0,1568827803
SALDATURA OP2,P107,N,0.8,220,222,18,17.1,102,79,1.2,13.3,0,1568830476
SALDATURA OP2,P018,N,0.8,220,215,18,18,99,83,2.43,13.3,0,1568312479
SALDATURA OP2,P087,N,0.5,120,119,16.5,15.9,52,48,0.14,5.28,0,1568818455
SALDATURA OP2,P087,N,0.5,120,119,16.5,16.2,51,41,0.06,5.28,0,1568818555
SALDATURA OP2,P038,N,0.8,220,220,18,15.7,93,246,0.91,13.3,0,1568825292
SALDATURA OP2,P087,N,0.5,120,119,16.5,15.9,49,45,0.03,5.28,0,1568818755
SALDATURA OP2,P045,N,0.8,220,220,18,16.7,99,331,1.48,13.3,0,1568313790
SALDATURA OP2,P087,N,0.5,120,120,16.5,15.6,47,40,0.35,5.28,0,1568818955
SALDATURA OP2,P087,N,0.5,120,115,16.5,16.1,45,43,0.05,5.28,0,1568819055
SALDATURA OP2,P038,N,0.8,220,223,18,16.5,90,76,1.2,13.3,0,1568824916
SALDATURA OP2,P087,N,0.5,120,117,16.5,15.8,45,43,0.37,5.28,0,1568819255
SALDATURA OP2,P088,N,0.5,80,77,14.4,13.8,43,39,0.09,0,0,1568819355
SALDATURA OP2,P111,N,0.8,220,227,18,17,105,402,0.16,13.3,0,1568824917
SALDATURA OP1,P094,N,0.8,220,227,18,17,99,628,1.73,13.3,0,1568829711
SALDATURA OP2,P066,N,0.5,150,0,14.4,0,29,39,0.07,0,0,1568819655
SALDATURA OP1,P075,N,0.9,150,0,14.4,0,33,65,0.01,0,0,1568820121
SALDATURA OP2,P006,N,0.8,220,214,18,17.5,88,76,1.61,13.3,0,1568825803
SALDATURA OP2,P018,N,0.8,220,200,18,18.4,102,80,0.24,13.3,0,1568303420
SALDATURA OP1,P043,N,0.8,150,0,14.4,0,14,227,0.01,0,0,1568846525
SALDATURA OP1,P102,N,0.5,190,199,17,16.7,77,81,0.38,10.45,0,1568827022
SALDATURA OP2,P004,N,0.8,220,102,18,11.7,6,56,0.47,13.3,0,1568818949
SALDATURA OP2,P086,N,0.4,120,0,16.5,13.6,0,204,0.04,2,0,1568818511
SALDATURA OP2,P005,N,0.8,220,216,18,18.2,75,70,1.37,13.3,0,1568817009
SALDATURA OP2,P039,N,0.8,220,223,18,17.1,107,74,1.51,13.3,0,1568832293
SALDATURA OP2,P086,N,0.4,120,33,16.5,12,1,19,0.08,5.28,0,1568818811
SALDATURA OP1,P080,N,0.8,220,215,18,17.9,104,337,1.01,13.3,0,1568317911
SALDATURA OP2,P039,N,0.8,220,212,18,16.9,97,302,1.78,13.3,0,1568833681
SALDATURA OP1,P005,N,0.8,220,214,18,17.5,99,100,0.33,13.3,0,1568306905
SALDATURA OP1,P008,N,0.8,220,225,18,17,110,81,0.81,13.3,0,1568314879
SALDATURA OP2,P090,N,0.5,120,125,16.5,15.6,55,53,0.35,5.28,0,1568302368
SALDATURA OP2,P045,N,0.8,220,224,18,16.8,117,82,0.11,13.3,0,1568836170
SALDATURA OP2,P086,N,0.4,120,127,16.5,16.8,35,49,0.46,5.28,0,1568819511
SALDATURA OP1,P050,N,0.72,240,224,20.6,19,117,105,1.91,14,0,1568304271
SALDATURA OP2,P060,N,0.72,230,179,19.6,18.2,29,76,1.9,14,0,1568821619
SALDATURA OP2,P013,N,0.8,220,209,18,18.3,80,677,0.18,13.3,0,1568310792
SALDATURA OP2,P007,N,0.8,220,211,18,17.7,86,76,0.17,13.3,0,1568302645
SALDATURA OP2,P081,N,0.8,220,217,18,18.1,106,91,1.18,13.3,0,1568317342
SALDATURA OP1,P039,N,0.8,220,219,18,17.9,96,82,0.96,13.3,0,1568839856
SALDATURA OP2,P039,N,0.8,220,216,18,17.1,107,82,0.24,13.3,0,1568831828
SALDATURA OP1,P007,N,0.8,220,214,18,17.8,98,108,0.22,13.3,0,1568305896
SALDATURA OP1,P071,N,0.9,190,108,17,10.9,5,37,0.12,10.45,0,1568299154
SALDATURA OP1,P005,N,0.8,220,219,18,17,96,89,1.12,13.3,0,1568828828
SALDATURA OP1,P007,N,0.8,220,205,18,19.2,89,125,1.56,13.3,0,1568293428
SALDATURA OP1,P087,N,0.7,180,185,17.5,16.9,91,68,0.54,9.72,0,1568313550
